,Type,Start,End,Duration,Day of Week,Budget,Currency,Clicks,Impressions,Spent,CTR,CPC,CPI,Target Age,Target Gender,username,email,name,gender,age
809,GRZ,2025-05-28,2026-10-02,492,Wednesday,764180,EUR,10089,499999,208362,0.02017804035608071,20.652393696104667,0.4167248334496669,25-30,M,carsonjill,nelsonchristopher@example.com,Susan Pugh,F,75
810,AKX,2026-01-04,2026-03-31,86,Sunday,297801,USD,33680,500000,234815,0.06736,6.971941805225653,0.46963,40-45,B,carsonjill,nelsonchristopher@example.com,Susan Pugh,F,75
811,GRZ,2025-04-11,2025-08-25,136,Friday,438463,GBP,92516,500001,46246,0.18503162993674013,0.4998702927061265,0.09249181501636997,40-50,B,carsonjill,nelsonchristopher@example.com,Susan Pugh,F,75
812,GRZ,2026-02-19,2027-02-07,353,Thursday,748312,USD,29671,500001,67075,0.05934188131623737,2.2606248525496278,0.1341497317005366,40-60,M,carsonjill,nelsonchristopher@example.com,Susan Pugh,F,75
813,GRZ,2026-06-04,2027-06-14,375,Thursday,483445,GBP,14024,499999,450942,0.028048056096112193,32.15501996577296,0.9018858037716075,35-60,F,christopherwatson,tylerdavis@example.net,Joshua Sampson,M,41
814,GRZ,2026-06-17,2026-11-27,163,Wednesday,909350,GBP,24591,499997,737699,0.04918229509377056,29.998739376194543,1.4754068524411146,20-25,F,christopherwatson,tylerdavis@example.net,Joshua Sampson,M,41
815,KTR,2025-11-27,2027-11-06,709,Thursday,494968,GBP,50692,499998,459494,0.10138440553762215,9.06442831215971,0.9189916759667038,30-40,F,david83,colinstewart@example.com,Michele Franklin,F,46
816,GRZ,2025-05-18,2026-03-17,303,Sunday,719022,GBP,16919,500001,168170,0.03383793232413535,9.939712748980437,0.33633932732134536,25-40,B,david83,colinstewart@example.com,Michele Franklin,F,46
817,BYU,2025-03-18,2025-11-04,231,Tuesday,655197,EUR,27320,499999,158882,0.05464010928021856,5.815592972181552,0.31776463552927103,30-45,M,david83,colinstewart@example.com,Michele Franklin,F,46
818,AKX,2025-07-06,2027-05-17,680,Sunday,101475,GBP,16908,499997,63489,0.03381620289721738,3.7549680624556423,0.12697876187257123,25-35,F,david83,colinstewart@example.com,Michele Franklin,F,46
819,AKX,2025-09-03,2027-01-25,509,Wednesday,729985,EUR,15813,499999,53743,0.0316260632521265,3.398659330930247,0.10748621497242994,40-45,M,david83,colinstewart@example.com,Michele Franklin,F,46
820,BYU,2025-10-21,2025-10-24,3,Tuesday,814467,EUR,22797,499998,256608,0.045594182376729506,11.256217923410976,0.5132180528722114,20-25,M,yherring,erin80@example.com,Joy Wright,F,48
821,BYU,2024-12-17,2025-11-13,331,Tuesday,655907,USD,23182,499997,427321,0.046364278185669114,18.43331032697783,0.8546471278827673,25-35,B,yherring,erin80@example.com,Joy Wright,F,48
822,BYU,2025-02-24,2026-01-31,341,Monday,82592,EUR,22051,500000,14927,0.044102,0.676930751439844,0.029854,45-70,M,yherring,erin80@example.com,Joy Wright,F,48
823,BYU,2026-05-08,2028-01-03,605,Friday,2146,EUR,30712,500000,511,0.061424,0.016638447512373013,0.001022,45-50,M,yherring,erin80@example.com,Joy Wright,F,48
824,GRZ,2025-08-02,2027-01-16,532,Saturday,993150,EUR,49410,500000,116672,0.09882,2.361303379882615,0.233344,25-45,F,yherring,erin80@example.com,Joy Wright,F,48
825,KTR,2026-01-16,2027-05-18,487,Friday,139877,EUR,76608,499996,113722,0.1532172257378059,1.4844663742690059,0.22744581956655655,30-35,B,yherring,erin80@example.com,Joy Wright,F,48
826,GRZ,2025-11-06,2026-05-21,196,Thursday,685786,USD,14285,499996,610080,0.028570228561828493,42.707735386769336,1.2201697613580909,35-50,F,yherring,erin80@example.com,Joy Wright,F,48
827,AKX,2026-04-14,2026-09-25,164,Tuesday,370207,EUR,43883,499999,18585,0.08776617553235107,0.42351252193332267,0.03717007434014868,45-65,B,yherring,erin80@example.com,Joy Wright,F,48
828,KTR,2025-02-28,2025-03-01,1,Friday,975423,EUR,17551,500001,598193,0.03510192979614041,34.083129166429266,1.1963836072327856,20-30,M,richardharmon,rmiller@example.net,Monica Rosales,F,70
829,AKX,2025-07-21,2026-08-04,379,Monday,567127,USD,39538,499998,218646,0.07907631630526522,5.530021751226668,0.4372937491749967,45-65,F,richardharmon,rmiller@example.net,Monica Rosales,F,70
830,GRZ,2024-11-16,2025-04-21,156,Saturday,459848,USD,11253,500000,293684,0.022506,26.098284901803964,0.587368,40-55,M,richardharmon,rmiller@example.net,Monica Rosales,F,70
831,AKX,2024-09-13,2026-08-19,705,Friday,255681,USD,53956,499998,90873,0.1079124316497266,1.684205649047372,0.18174672698690794,35-45,B,richardharmon,rmiller@example.net,Monica Rosales,F,70
832,GRZ,2026-02-14,2027-02-19,370,Saturday,127838,USD,39188,500002,24110,0.07837568649725402,0.6152393589874451,0.048219807120771514,25-50,M,richardharmon,rmiller@example.net,Monica Rosales,F,70
833,BYU,2026-02-09,2026-08-13,185,Monday,287439,GBP,12212,499998,149800,0.024424097696390784,12.266622993776613,0.2996011984047936,20-30,F,richardharmon,rmiller@example.net,Monica Rosales,F,70
834,GRZ,2024-07-10,2026-06-18,708,Wednesday,946941,EUR,17357,499998,583512,0.03471413885655543,33.618252002074094,1.1670286681146724,35-55,F,jshannon,cannonjennifer@example.org,Jeffrey Collins,M,69
835,AKX,2026-06-10,2026-07-20,40,Wednesday,326570,EUR,73874,500003,83778,0.1477471135173189,1.1340661125700517,0.167554994670032,35-60,B,jshannon,cannonjennifer@example.org,Jeffrey Collins,M,69
836,AKX,2025-07-25,2026-06-14,324,Friday,137576,USD,71147,499998,457,0.1422945691782767,0.006423320730318917,0.0009140036560146241,30-40,M,jshannon,cannonjennifer@example.org,Jeffrey Collins,M,69
837,KTR,2025-12-10,2027-02-02,419,Wednesday,428065,GBP,18648,500001,33394,0.03729592540814918,1.7907550407550408,0.06678786642426715,20-45,B,jshannon,cannonjennifer@example.org,Jeffrey Collins,M,69
838,KTR,2025-10-12,2026-01-27,107,Sunday,261172,GBP,15739,499997,168762,0.031478188869133214,10.72253637461084,0.33752602515615093,20-35,B,jshannon,cannonjennifer@example.org,Jeffrey Collins,M,69
839,GRZ,2025-07-22,2026-05-07,289,Tuesday,198797,GBP,85621,500000,52890,0.171242,0.6177222877565083,0.10578,35-50,F,jshannon,cannonjennifer@example.org,Jeffrey Collins,M,69
840,AKX,2025-12-30,2027-08-23,601,Tuesday,534022,EUR,43321,499998,332264,0.08664234656938628,7.669813716211537,0.6645306581226325,35-40,B,jshannon,cannonjennifer@example.org,Jeffrey Collins,M,69
841,BYU,2024-10-23,2025-05-17,206,Wednesday,13159,GBP,40862,499997,11428,0.08172449034694208,0.2796730458616808,0.022856137136822822,40-45,F,jshannon,cannonjennifer@example.org,Jeffrey Collins,M,69
842,KTR,2026-03-23,2026-04-12,20,Monday,894533,USD,47647,499999,39003,0.09529419058838118,0.8185824920771507,0.07800615601231202,35-60,F,janetdavis,timothy38@example.org,Pamela Gillespie,F,64
843,KTR,2025-04-17,2025-09-24,160,Thursday,871927,EUR,63746,499998,844323,0.12749250997003989,13.245113418881184,1.6886527546110184,30-35,F,janetdavis,timothy38@example.org,Pamela Gillespie,F,64
844,AKX,2024-10-19,2026-07-21,640,Saturday,463825,GBP,18165,500000,275814,0.03633,15.183815028901734,0.551628,30-50,M,wwhite,moralesedward@example.net,Danielle Scott,F,20
845,GRZ,2025-09-11,2025-10-23,42,Thursday,380251,GBP,38284,500001,141692,0.07656784686430627,3.7010761675895933,0.28338343323313353,35-40,B,wwhite,moralesedward@example.net,Danielle Scott,F,20
846,KTR,2026-06-29,2028-01-28,578,Monday,289571,GBP,31611,499995,2703,0.06322263222632227,0.08550820916769479,0.005406054060540605,30-50,B,wwhite,moralesedward@example.net,Danielle Scott,F,20
847,BYU,2025-09-09,2026-03-14,186,Tuesday,39447,EUR,17477,500001,19777,0.03495393009213982,1.1316015334439549,0.039553920892158215,20-40,F,sherylglass,cdouglas@example.org,Michael Snyder,M,48
848,AKX,2024-08-10,2025-01-24,167,Saturday,919994,GBP,71799,500001,357691,0.1435977128045744,4.981838187161381,0.7153805692388615,20-35,B,sherylglass,cdouglas@example.org,Michael Snyder,M,48
849,BYU,2024-10-30,2026-01-27,454,Wednesday,948350,EUR,39632,499997,265363,0.07926447558685353,6.69567521194994,0.5307291843751063,45-60,M,ubarnes,srichards@example.net,Dorothy Martinez,F,81
850,GRZ,2024-09-18,2026-08-17,698,Wednesday,961625,USD,38024,500000,723891,0.076048,19.037739322533138,1.447782,30-50,B,ubarnes,srichards@example.net,Dorothy Martinez,F,81
851,BYU,2025-12-08,2027-02-09,428,Monday,108661,EUR,59494,500002,83904,0.1189875240499038,1.4102934749722662,0.1678073287706849,40-65,M,ubarnes,srichards@example.net,Dorothy Martinez,F,81
852,AKX,2026-04-16,2027-08-21,492,Thursday,346883,USD,67511,500001,106359,0.13502172995654008,1.5754321517974847,0.21271757456485088,40-50,M,ubarnes,srichards@example.net,Dorothy Martinez,F,81
853,AKX,2025-09-27,2026-03-23,177,Saturday,599326,EUR,65520,500000,108458,0.13104,1.6553418803418802,0.216916,25-50,M,zcooper,danielle28@example.com,Eric Delacruz,M,18
854,GRZ,2026-04-09,2027-05-06,392,Thursday,893711,USD,16869,500001,481988,0.03373793252413495,28.57241093129409,0.9639740720518559,35-55,F,zcooper,danielle28@example.com,Eric Delacruz,M,18
855,BYU,2025-01-19,2026-03-31,436,Sunday,5445,GBP,28811,499997,4473,0.057622345734074404,0.1552532019020513,0.008946053676322058,20-40,M,zcooper,danielle28@example.com,Eric Delacruz,M,18
856,KTR,2024-11-14,2025-04-29,166,Thursday,176132,GBP,62892,499999,133814,0.12578425156850315,2.127679196082173,0.26762853525707053,25-40,M,zcooper,danielle28@example.com,Eric Delacruz,M,18
857,KTR,2026-04-05,2026-10-08,186,Sunday,19478,GBP,24930,499997,10353,0.04986029916179497,0.4152827918170878,0.02070612423674542,30-40,B,zcooper,danielle28@example.com,Eric Delacruz,M,18
858,BYU,2025-05-24,2026-11-05,530,Saturday,83477,EUR,43556,499998,49133,0.08711234844939379,1.128042060795298,0.09826639306557226,30-40,F,zcooper,danielle28@example.com,Eric Delacruz,M,18
859,GRZ,2025-02-19,2025-09-19,212,Wednesday,373864,EUR,21855,500003,219180,0.04370973774157355,10.028826355525052,0.4383573698557809,45-70,F,zcooper,danielle28@example.com,Eric Delacruz,M,18
860,AKX,2025-08-15,2025-08-20,5,Friday,822628,USD,15352,499997,672206,0.03070418422510535,43.7862167795727,1.3444200665203991,20-30,M,zcooper,danielle28@example.com,Eric Delacruz,M,18
861,GRZ,2025-02-15,2025-04-04,48,Saturday,616328,GBP,8613,500001,280139,0.017225965548068906,32.525136421688146,0.5602768794462412,35-50,B,lindajames,griffinbarbara@example.com,Joshua Maldonado,M,63
862,AKX,2026-01-18,2026-03-03,44,Sunday,74368,GBP,32293,499999,35441,0.06458612917225834,1.0974824265320657,0.07088214176428353,40-45,B,lindajames,griffinbarbara@example.com,Joshua Maldonado,M,63
863,KTR,2025-05-09,2025-11-03,178,Friday,618070,USD,18786,499998,259854,0.037572150288601155,13.832321941871607,0.5197100788403154,25-50,M,lindajames,griffinbarbara@example.com,Joshua Maldonado,M,63
864,BYU,2025-07-03,2025-10-09,98,Thursday,704628,GBP,17957,500003,313721,0.03591378451729289,17.470679957676673,0.6274382353705877,35-60,B,lindajames,griffinbarbara@example.com,Joshua Maldonado,M,63
865,BYU,2025-09-19,2027-09-15,726,Friday,38126,EUR,76506,500000,5488,0.153012,0.07173293597887748,0.010976,20-45,M,lindajames,griffinbarbara@example.com,Joshua Maldonado,M,63
866,BYU,2025-03-28,2026-11-04,586,Friday,380888,EUR,23998,499997,148749,0.04799628797772787,6.198391532627719,0.29749978499871,35-40,M,lindajames,griffinbarbara@example.com,Joshua Maldonado,M,63
867,KTR,2024-12-27,2025-06-05,160,Friday,66788,GBP,42120,500000,41558,0.08424,0.9866571699905033,0.083116,20-40,F,lindajames,griffinbarbara@example.com,Joshua Maldonado,M,63
868,KTR,2024-10-23,2025-07-06,256,Wednesday,359931,GBP,23184,500003,122750,0.046367721793669235,5.29459972394755,0.24549852700883795,30-40,B,michaelhuff,jasmine23@example.net,Tanya Knox,F,67
869,GRZ,2024-09-04,2025-10-10,401,Wednesday,646121,GBP,50408,500000,582957,0.100816,11.56477146484685,1.165914,35-45,M,michaelhuff,jasmine23@example.net,Tanya Knox,F,67
870,KTR,2024-09-03,2024-12-04,92,Tuesday,747683,GBP,53580,499999,352929,0.10716021432042865,6.586954087346025,0.7058594117188235,20-40,B,william08,alison34@example.org,Linda Blake,F,88
871,AKX,2024-07-05,2025-03-25,263,Friday,688317,GBP,85083,500001,246158,0.17016565966868066,2.8931513933453217,0.49231501536996924,20-35,M,william08,alison34@example.org,Linda Blake,F,88
872,BYU,2026-05-29,2026-06-23,25,Friday,698107,GBP,61448,499999,503888,0.12289624579249159,8.200234344486395,1.0077780155560312,30-55,M,william08,alison34@example.org,Linda Blake,F,88
873,KTR,2025-01-24,2026-07-11,533,Friday,756110,USD,40382,500002,700137,0.08076367694529221,17.33784854638205,1.4002683989264042,30-50,F,kjackson,virginia70@example.com,Felicia Bartlett,F,56
874,BYU,2026-06-25,2027-04-22,301,Thursday,853125,EUR,36618,499998,451417,0.07323629294517178,12.327734993718936,0.9028376113504454,40-55,B,kjackson,virginia70@example.com,Felicia Bartlett,F,56
875,BYU,2024-12-21,2025-07-14,205,Saturday,846731,GBP,34987,500000,494520,0.069974,14.134392774459085,0.98904,45-55,F,kjackson,virginia70@example.com,Felicia Bartlett,F,56
876,KTR,2025-12-03,2027-04-25,508,Wednesday,237300,EUR,4159,500000,158609,0.008318,38.13633084876172,0.317218,35-55,F,kjackson,virginia70@example.com,Felicia Bartlett,F,56
877,BYU,2025-04-08,2025-12-24,260,Tuesday,478526,USD,69033,499999,279741,0.13806627613255226,4.052279344661249,0.5594831189662379,45-65,F,kjackson,virginia70@example.com,Felicia Bartlett,F,56
878,BYU,2026-05-29,2026-11-17,172,Friday,226550,EUR,28703,500000,14544,0.057406,0.5067066160331672,0.029088,30-35,F,kjackson,virginia70@example.com,Felicia Bartlett,F,56
879,AKX,2026-02-18,2027-10-26,615,Wednesday,356764,GBP,39247,500001,272576,0.07849384301231398,6.94514230387036,0.5451509096981806,40-55,F,joeledwards,mosesjessica@example.com,Edward Mcdonald,M,71
880,BYU,2024-10-18,2025-08-08,294,Friday,325316,EUR,43883,499999,227517,0.08776617553235107,5.184627304423125,0.45503491006982016,40-55,B,joeledwards,mosesjessica@example.com,Edward Mcdonald,M,71
881,AKX,2025-06-15,2025-10-22,129,Sunday,169639,EUR,40836,500000,40041,0.081672,0.9805318836320893,0.080082,35-55,F,joeledwards,mosesjessica@example.com,Edward Mcdonald,M,71
882,AKX,2025-02-06,2026-02-21,380,Thursday,255425,USD,25192,499999,194895,0.05038410076820154,7.736384566529057,0.38979077958155917,45-65,B,joeledwards,mosesjessica@example.com,Edward Mcdonald,M,71
883,AKX,2025-01-14,2025-04-29,105,Tuesday,235958,USD,52111,500000,130838,0.104222,2.5107558864731057,0.261676,20-25,M,danielleleblanc,iwebb@example.net,Robert Ewing,M,46
884,AKX,2024-09-22,2025-07-13,294,Sunday,850958,EUR,38205,500002,223125,0.07640969436122255,5.840204161758932,0.44624821500713996,25-40,B,danielleleblanc,iwebb@example.net,Robert Ewing,M,46
885,GRZ,2026-03-10,2026-05-29,80,Tuesday,992120,USD,9044,500000,276639,0.018088,30.58812472357364,0.553278,45-70,F,danielleleblanc,iwebb@example.net,Robert Ewing,M,46
886,GRZ,2024-10-26,2026-01-29,460,Saturday,444590,EUR,26145,500000,304518,0.05229,11.647274813539873,0.609036,35-50,F,hlopez,ldavis@example.org,Kristina Johns,F,69
887,GRZ,2025-06-08,2026-12-04,544,Sunday,99244,EUR,62424,500002,13249,0.12484750060999757,0.21224208637703448,0.026497894008423967,30-40,B,hlopez,ldavis@example.org,Kristina Johns,F,69
888,KTR,2025-12-12,2026-06-10,180,Friday,306387,GBP,17065,500004,36582,0.034129726962184304,2.1436859068268386,0.07316341469268246,25-30,M,hlopez,ldavis@example.org,Kristina Johns,F,69
889,AKX,2024-12-27,2025-10-22,299,Friday,916039,GBP,20475,500003,755939,0.04094975430147419,36.92009768009768,1.5118689287864273,25-45,F,hlopez,ldavis@example.org,Kristina Johns,F,69
890,KTR,2025-01-15,2026-06-14,515,Wednesday,40515,EUR,48624,500004,13447,0.09724722202222383,0.27655067456400134,0.026893784849721204,25-35,F,hlopez,ldavis@example.org,Kristina Johns,F,69
891,BYU,2025-05-31,2027-02-02,612,Saturday,570277,EUR,23751,500003,250082,0.047501714989710064,10.529325081049219,0.5001609990340058,20-30,F,hlopez,ldavis@example.org,Kristina Johns,F,69
892,BYU,2026-06-12,2027-12-02,538,Friday,683978,USD,31661,499999,283206,0.06332212664425328,8.94494804333407,0.5664131328262656,25-50,B,hlopez,ldavis@example.org,Kristina Johns,F,69
893,AKX,2025-12-26,2027-04-24,484,Friday,250461,EUR,39674,499999,185919,0.0793481586963174,4.686167263195039,0.37183874367748737,25-35,M,alvinboyd,vwhite@example.net,Olivia Smith,F,83
894,AKX,2025-07-20,2026-03-04,227,Sunday,797592,GBP,43911,500002,781570,0.08782164871340514,17.79895698116645,1.5631337474650102,35-45,B,alvinboyd,vwhite@example.net,Olivia Smith,F,83
895,BYU,2026-01-03,2027-11-10,676,Saturday,197864,USD,43663,500000,169925,0.087326,3.8917390009848156,0.33985,25-35,B,alvinboyd,vwhite@example.net,Olivia Smith,F,83
896,GRZ,2025-05-28,2026-02-07,255,Wednesday,449018,EUR,24883,499997,204040,0.04976629859779159,8.19997588715187,0.40808244849469094,30-55,F,jessica09,robert47@example.net,Melissa Gonzalez,F,49
897,BYU,2025-06-04,2026-12-29,573,Wednesday,115293,USD,50550,499999,16652,0.1011002022004044,0.3294164193867458,0.03330406660813322,25-30,F,jessica09,robert47@example.net,Melissa Gonzalez,F,49
898,GRZ,2025-01-25,2026-06-13,504,Saturday,695687,GBP,6413,500002,41222,0.012825948696205215,6.427880866988929,0.0824436702253191,30-50,B,jessica09,robert47@example.net,Melissa Gonzalez,F,49
899,AKX,2024-11-12,2025-03-14,122,Tuesday,747407,EUR,52142,499999,643197,0.10428420856841714,12.335487706647232,1.2863965727931457,30-55,B,jessica09,robert47@example.net,Melissa Gonzalez,F,49
900,GRZ,2025-10-26,2026-04-04,160,Sunday,672744,GBP,32686,499998,276837,0.06537226148904596,8.46958942666585,0.5536762147048588,20-30,B,ashleypruitt,stevelevine@example.com,Amy Campbell,F,39
901,AKX,2025-01-07,2026-01-21,379,Tuesday,961822,EUR,22772,499999,596130,0.04554409108818218,26.178201299841913,1.192262384524769,40-45,B,ashleypruitt,stevelevine@example.com,Amy Campbell,F,39
902,KTR,2025-06-19,2026-05-29,344,Thursday,607744,USD,33604,500002,307610,0.06720773116907533,9.153969765504106,0.6152175391298434,35-60,B,andrew69,younggerald@example.com,Zachary House,M,57
903,BYU,2026-06-29,2026-07-09,10,Monday,866778,USD,20012,500000,459303,0.040024,22.9513791724965,0.918606,35-45,M,andrew69,younggerald@example.com,Zachary House,M,57
904,BYU,2024-10-07,2026-06-11,612,Monday,480265,EUR,13951,499998,201793,0.027902111608446432,14.464411153322342,0.4035876143504574,35-40,F,andrew69,younggerald@example.com,Zachary House,M,57
905,BYU,2025-02-27,2026-05-21,448,Thursday,533748,GBP,38002,500002,44037,0.07600369598521606,1.1588074311878322,0.08807364770540918,30-55,B,andrew69,younggerald@example.com,Zachary House,M,57
906,BYU,2025-01-09,2025-06-20,162,Thursday,804414,USD,84595,499997,424562,0.1691910151460909,5.018759973993735,0.8491290947745687,40-45,M,andrew69,younggerald@example.com,Zachary House,M,57
907,BYU,2026-02-13,2027-05-22,463,Friday,41964,EUR,26037,499999,1107,0.052074104148208296,0.04251641894227445,0.002214004428008856,30-45,B,kfuentes,rodneygarner@example.net,Deanna Flores,F,25
908,AKX,2024-09-15,2026-05-28,620,Sunday,347234,GBP,22693,500000,299584,0.045386,13.201604018860442,0.599168,25-50,F,kfuentes,rodneygarner@example.net,Deanna Flores,F,25
909,KTR,2025-05-07,2025-11-03,180,Wednesday,638405,USD,28682,499999,600783,0.05736411472822946,20.946342653929293,1.2015684031368064,45-50,M,kfuentes,rodneygarner@example.net,Deanna Flores,F,25
910,GRZ,2025-05-24,2025-09-19,118,Saturday,73271,GBP,65098,500001,66031,0.1301957396085208,1.0143322375495407,0.13206173587652825,45-60,B,kfuentes,rodneygarner@example.net,Deanna Flores,F,25
911,KTR,2026-01-07,2026-07-18,192,Wednesday,216323,USD,26535,500000,121364,0.05307,4.573732805728284,0.242728,25-40,B,kfuentes,rodneygarner@example.net,Deanna Flores,F,25
